"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1240778";"";"None";"3364.68";"None";"None";"6";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCC(=O)NCCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O";"EC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246709";"Activation of human GLP1 receptor expressed in HEK293 cells assessed as increase in cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240496";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";"";"8.2"
"CHEMBL1240779";"";"None";"3432.85";"None";"None";"7";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N1)C(=O)N[C@H]1CCC(=O)NCCCC[C@@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O";"EC50";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246709";"Activation of human GLP1 receptor expressed in HEK293 cells assessed as increase in cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240496";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";"";"8.7"
"CHEMBL524864";"";"None";"3320.76";"None";"None";"1C, c[Lys11,Glu15]GLP-1(7-36)-NH2";"CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"EC50";"'='";"0.3802";"nM";"9.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL991609";"Activation of human GLP1R expressed in HEK293 cells assessed as effect on cAMP responsive element promoter driven luciferase expression";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151687";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3307715";"";"";"";"9.42"
"CHEMBL525235";"";"None";"3279.71";"None";"None";"7C, c[Lys23,Glu27]GLP-1(7-36)-NH2";"CC[C@H](C)[C@H](NC(=O)[C@@H]1CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"EC50";"'='";"0.002884";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL991609";"Activation of human GLP1R expressed in HEK293 cells assessed as effect on cAMP responsive element promoter driven luciferase expression";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151687";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3307715";"";"";"";"11.54"
"CHEMBL5316203";"";"None";"4186.64";"None";"None";"52";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N[C@@H](CO)C(N)=O";"IC50";"'='";"3.22";"nM";"8.49";"";"";"UO_0000065";"2.03";"None";"None";"None";"0";"CHEMBL5265008";"Agonist activity at human N-terminal GLP-1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260846";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"AGONIST";"";"3.22"
"CHEMBL5208289";"";"None";"539.01";"1";"4.61";"4";"Cn1c(CN2CCC(c3cccc(OCc4ccc(Cl)cc4F)n3)CC2)nc2nccc(NCC(=O)O)c21";"EC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5168498";"Agonist activity at GLP-1R (unknown origin) expressed in candidate selection CHO cells assessed as cAMP accumulation incubated for 30 mins by plate reader method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154938";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.5 hr";"";"";"20000.0"
"CHEMBL250112";"";"None";"422.34";"0";"4.83";"16g";"CS(=O)(=O)c1nc2cc(Cl)c(Cl)cc2nc1NC1CCCc2ccccc21";"EC50";"'='";"433.0";"nM";"6.36";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923944";"Agonist activity at human GLP1 assessed as stimulation of cAMP";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.433"
"CHEMBL442281";"";"None";"311.21";"0";"4.90";"11";"CC(C)C(=O)c1nc2cc(Cl)c(Cl)cc2nc1C(C)C";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923946";"Effect on augmentation of [125]GLP1 binding to human GLP1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"10.0"
"CHEMBL5219263";"";"None";"3555.96";"None";"None";"xGLP/GCG-3";"CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(N)=O";"EC50";"'='";"0.14";"nM";"9.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5215271";"Agonist activity at human GLP-1R expressed in HEK293 cells incubated for 30 mins and assessed as increase in cAMP accumulation measured by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214890";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.5 hr";"AGONIST";"";"0.14"
"CHEMBL5220666";"";"None";"3475.81";"None";"None";"xGLP/GCG-6";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(N)=O)C(C)O";"EC50";"'='";"0.68";"nM";"9.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5215271";"Agonist activity at human GLP-1R expressed in HEK293 cells incubated for 30 mins and assessed as increase in cAMP accumulation measured by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214890";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.5 hr";"AGONIST";"";"0.68"
"CHEMBL410972";"";"None";"3297.68";"None";"None";"GLP-1";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"2.64";"None";"None";"None";"0";"CHEMBL937687";"Displacement of [125I]exendin(9-39) from human GLP1R expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152280";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";"";"1.9"
"CHEMBL410972";"";"None";"3297.68";"None";"None";"GLP-1";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"EC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL937690";"Agonist activity at human GLP1R expressed in CHO cells assessed as stimulation of cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152280";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";"";"1.0"
"CHEMBL261639";"";"None";"396.25";"1";"5.87";"1";"Cc1cnc(Sc2nc3cc(Cl)c(Cl)cc3nc2C(F)(F)F)s1";"EC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL940048";"Agonist activity at human GLP1 receptor expressed in BHK cells assessed as cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147050";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";"";"1.4"
"CHEMBL468769";"";"None";"3350.70";"None";"None";"21";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCCNC(=O)c2ccc(cc2)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc2c[nH]cn2)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C";"EC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL972349";"Agonist activity at human GLP1R expressed in CHO cells assessed as increase in cAMP level by cAMP-response element/luciferase activation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150266";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";"";"9.0"
"CHEMBL5398342";"";"None";"599.62";"2";"4.17";"43";"CCOc1cc(C#N)ccc1COc1cccc(N2C=NN(Cc3nc4c(F)cc(C(=O)O)cc4n3C[C@@H]3CCO3)CC2)n1";"EC50";"'='";"0.049";"nM";"10.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5344082";"Agonist activity at N-terminal HA-tagged human GLP-1R expressed in HEK293 cells assessed as effect on intracellular cAMP accumulation incubated for 30 mins by LANCA ultra cAMP assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5338823";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.5 hr";"AGONIST";"";"49.0"
"CHEMBL398962";"";"None";"412.78";"0";"3.43";"16r";"CC(C)Nc1nc2cc(Cl)c([N+](=O)[O-])c(C(F)(F)F)c2nc1S(C)(=O)=O";"EC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923944";"Agonist activity at human GLP1 assessed as stimulation of cAMP";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"5.0"
"CHEMBL525934";"";"None";"3413.75";"None";"None";"4";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"2.62";"None";"None";"None";"0";"CHEMBL972348";"Displacement of [125I]GLP1 from human GLP1R expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150266";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307512";"";"";"";"1.1"
"CHEMBL412115";"";"None";"3766.24";"None";"None";"30";"CCCCCC(CCCCC(=O)NCCCCC(NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)OC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)CC)C(C)C)C(=O)O)C(=O)O";"EC50";"'='";"0.00419";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL677178";"Potency measured using recombinant human GLP-1 receptor expressed in Baby Hamster Kidney (BHK)cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133591";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"4.19"
"CHEMBL198387";"";"None";"585.63";"2";"6.16";"15";"CC(C)(C)C1CCC2(CC1)CCN(c1ccc(OC(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884187";"Inhibitory concentration against human glucagon-like peptide 1 receptor (hGLP1) mediated cAMP accumulation";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142854";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"4.6"
